date,season,team,player,club,competition,minutes,starts,goals,assists,xg,xa,cards,source_url
2007-06-01,2006-2007,Sweden,Sweden Player 7,Sweden FC,Sample club season,852,9,2.61,2.29,3.37,2.09,5.61,synthetic://sample-data
2007-06-01,2006-2007,Sweden,Sweden Player 8,Sweden FC,Sample club season,1314,14,1.49,2.44,0.26,1.91,0.68,synthetic://sample-data
2007-06-01,2006-2007,Switzerland,Switzerland Player 1,Switzerland FC,Sample club season,2495,27,1.78,0.0,2.1,0.0,3.41,synthetic://sample-data
2007-06-01,2006-2007,Switzerland,Switzerland Player 2,Switzerland FC,Sample club season,1813,20,1.59,2.97,3.35,3.98,4.66,synthetic://sample-data
2007-06-01,2006-2007,Switzerland,Switzerland Player 3,Switzerland FC,Sample club season,3451,38,3.23,0.0,2.49,0.16,3.01,synthetic://sample-data
2007-06-01,2006-2007,Switzerland,Switzerland Player 4,Switzerland FC,Sample club season,2884,32,1.86,2.4,2.2,2.5,1.71,synthetic://sample-data
2007-06-01,2006-2007,Switzerland,Switzerland Player 5,Switzerland FC,Sample club season,2412,26,0.0,0.0,0.7,0.19,4.61,synthetic://sample-data
2007-06-01,2006-2007,Switzerland,Switzerland Player 6,Switzerland FC,Sample club season,760,8,2.26,1.8,2.65,1.31,2.1,synthetic://sample-data
2007-06-01,2006-2007,Switzerland,Switzerland Player 7,Switzerland FC,Sample club season,1619,17,2.84,3.5,2.0,4.88,2.47,synthetic://sample-data
2007-06-01,2006-2007,Switzerland,Switzerland Player 8,Switzerland FC,Sample club season,822,9,2.88,3.54,4.64,4.15,0.0,synthetic://sample-data
2007-06-01,2006-2007,Tunisia,Tunisia Player 1,Tunisia FC,Sample club season,2920,32,0.0,0.49,0.79,0.77,6.83,synthetic://sample-data
2007-06-01,2006-2007,Tunisia,Tunisia Player 2,Tunisia FC,Sample club season,3594,39,3.1,1.87,2.65,2.94,2.47,synthetic://sample-data
2007-06-01,2006-2007,Tunisia,Tunisia Player 3,Tunisia FC,Sample club season,2922,32,0.13,0.45,0.79,0.15,2.18,synthetic://sample-data
2007-06-01,2006-2007,Tunisia,Tunisia Player 4,Tunisia FC,Sample club season,1819,20,0.82,1.73,0.86,1.44,2.46,synthetic://sample-data
2007-06-01,2006-2007,Tunisia,Tunisia Player 5,Tunisia FC,Sample club season,2188,24,0.0,0.11,0.0,0.32,2.64,synthetic://sample-data
2007-06-01,2006-2007,Tunisia,Tunisia Player 6,Tunisia FC,Sample club season,1022,11,1.55,1.09,2.34,1.56,0.27,synthetic://sample-data
2007-06-01,2006-2007,Tunisia,Tunisia Player 7,Tunisia FC,Sample club season,1242,13,0.23,2.57,0.0,2.5,4.47,synthetic://sample-data
2007-06-01,2006-2007,Tunisia,Tunisia Player 8,Tunisia FC,Sample club season,1021,11,0.43,0.0,0.0,0.0,0.65,synthetic://sample-data
2007-06-01,2006-2007,Turkey,Turkey Player 1,Turkey FC,Sample club season,3470,38,1.63,0.76,0.96,1.01,4.01,synthetic://sample-data
2007-06-01,2006-2007,Turkey,Turkey Player 2,Turkey FC,Sample club season,2465,27,0.0,0.0,0.98,0.45,5.27,synthetic://sample-data
2007-06-01,2006-2007,Turkey,Turkey Player 3,Turkey FC,Sample club season,2106,23,0.0,0.75,0.32,0.43,5.38,synthetic://sample-data
2007-06-01,2006-2007,Turkey,Turkey Player 4,Turkey FC,Sample club season,2860,31,0.0,1.8,0.14,2.97,5.48,synthetic://sample-data
2007-06-01,2006-2007,Turkey,Turkey Player 5,Turkey FC,Sample club season,2476,27,2.42,1.24,3.57,1.25,3.01,synthetic://sample-data
2007-06-01,2006-2007,Turkey,Turkey Player 6,Turkey FC,Sample club season,1284,14,2.14,1.98,3.62,1.48,2.96,synthetic://sample-data
2007-06-01,2006-2007,Turkey,Turkey Player 7,Turkey FC,Sample club season,1179,13,3.28,2.35,3.06,2.82,1.43,synthetic://sample-data
2007-06-01,2006-2007,Turkey,Turkey Player 8,Turkey FC,Sample club season,931,10,0.6,2.31,0.64,2.78,2.93,synthetic://sample-data
2007-06-01,2006-2007,USA,USA Player 1,USA FC,Sample club season,3177,35,0.0,1.55,1.19,2.14,5.26,synthetic://sample-data
2007-06-01,2006-2007,USA,USA Player 2,USA FC,Sample club season,2202,24,0.0,0.0,1.42,0.51,3.5,synthetic://sample-data
2007-06-01,2006-2007,USA,USA Player 3,USA FC,Sample club season,3222,35,0.0,0.51,0.39,0.16,3.45,synthetic://sample-data
2007-06-01,2006-2007,USA,USA Player 4,USA FC,Sample club season,3244,36,0.0,0.0,0.43,0.09,1.54,synthetic://sample-data
2007-06-01,2006-2007,USA,USA Player 5,USA FC,Sample club season,3262,36,0.74,0.06,0.93,0.37,3.72,synthetic://sample-data
2007-06-01,2006-2007,USA,USA Player 6,USA FC,Sample club season,626,6,3.56,0.0,4.95,0.25,2.12,synthetic://sample-data
2007-06-01,2006-2007,USA,USA Player 7,USA FC,Sample club season,950,10,2.99,0.87,3.71,1.17,2.78,synthetic://sample-data
2007-06-01,2006-2007,USA,USA Player 8,USA FC,Sample club season,1528,16,1.21,1.79,1.33,1.36,0.3,synthetic://sample-data
2007-06-01,2006-2007,Ukraine,Ukraine Player 1,Ukraine FC,Sample club season,2956,32,1.33,0.96,2.19,1.11,6.36,synthetic://sample-data
2007-06-01,2006-2007,Ukraine,Ukraine Player 2,Ukraine FC,Sample club season,3351,37,1.22,0.88,2.24,1.53,4.8,synthetic://sample-data
2007-06-01,2006-2007,Ukraine,Ukraine Player 3,Ukraine FC,Sample club season,3302,36,0.75,0.0,1.29,0.17,2.76,synthetic://sample-data
2007-06-01,2006-2007,Ukraine,Ukraine Player 4,Ukraine FC,Sample club season,3341,37,0.91,0.6,2.7,0.32,5.92,synthetic://sample-data
2007-06-01,2006-2007,Ukraine,Ukraine Player 5,Ukraine FC,Sample club season,2732,30,1.67,2.81,2.43,3.06,1.64,synthetic://sample-data
2007-06-01,2006-2007,Ukraine,Ukraine Player 6,Ukraine FC,Sample club season,1592,17,2.43,0.0,2.98,0.31,3.24,synthetic://sample-data
2007-06-01,2006-2007,Ukraine,Ukraine Player 7,Ukraine FC,Sample club season,1544,17,5.46,1.85,7.11,1.65,4.72,synthetic://sample-data
2007-06-01,2006-2007,Ukraine,Ukraine Player 8,Ukraine FC,Sample club season,1156,12,1.45,1.76,0.0,1.46,2.62,synthetic://sample-data
2007-06-01,2006-2007,Uruguay,Uruguay Player 1,Uruguay FC,Sample club season,2878,31,1.99,0.73,1.78,2.18,6.56,synthetic://sample-data
2007-06-01,2006-2007,Uruguay,Uruguay Player 2,Uruguay FC,Sample club season,2204,24,0.72,1.65,0.12,2.47,5.9,synthetic://sample-data
2007-06-01,2006-2007,Uruguay,Uruguay Player 3,Uruguay FC,Sample club season,3366,37,2.82,0.33,2.6,0.63,1.78,synthetic://sample-data
2007-06-01,2006-2007,Uruguay,Uruguay Player 4,Uruguay FC,Sample club season,2113,23,1.48,2.25,0.0,3.35,5.86,synthetic://sample-data
2007-06-01,2006-2007,Uruguay,Uruguay Player 5,Uruguay FC,Sample club season,2822,31,3.14,0.0,3.23,0.0,3.7,synthetic://sample-data
2007-06-01,2006-2007,Uruguay,Uruguay Player 6,Uruguay FC,Sample club season,820,9,1.58,2.14,1.88,2.63,3.25,synthetic://sample-data
2007-06-01,2006-2007,Uruguay,Uruguay Player 7,Uruguay FC,Sample club season,488,5,2.24,3.33,2.5,4.49,2.5,synthetic://sample-data
2007-06-01,2006-2007,Uruguay,Uruguay Player 8,Uruguay FC,Sample club season,1529,16,3.75,0.79,3.21,0.78,1.81,synthetic://sample-data
2007-06-01,2006-2007,Uruguay B,Uruguay B Player 1,Uruguay B FC,Sample club season,3554,39,0.01,0.0,0.58,0.03,2.62,synthetic://sample-data
2007-06-01,2006-2007,Uruguay B,Uruguay B Player 2,Uruguay B FC,Sample club season,2982,33,2.68,0.39,4.0,0.0,0.68,synthetic://sample-data
2007-06-01,2006-2007,Uruguay B,Uruguay B Player 3,Uruguay B FC,Sample club season,3046,33,0.0,1.52,0.0,1.53,3.79,synthetic://sample-data
2007-06-01,2006-2007,Uruguay B,Uruguay B Player 4,Uruguay B FC,Sample club season,3114,34,2.53,0.4,2.77,0.44,4.53,synthetic://sample-data
2007-06-01,2006-2007,Uruguay B,Uruguay B Player 5,Uruguay B FC,Sample club season,1954,21,0.0,1.18,0.43,1.72,0.0,synthetic://sample-data
2007-06-01,2006-2007,Uruguay B,Uruguay B Player 6,Uruguay B FC,Sample club season,1095,12,0.09,2.21,1.63,2.66,4.51,synthetic://sample-data
2007-06-01,2006-2007,Uruguay B,Uruguay B Player 7,Uruguay B FC,Sample club season,970,10,0.11,1.45,0.0,1.17,3.36,synthetic://sample-data
2007-06-01,2006-2007,Uruguay B,Uruguay B Player 8,Uruguay B FC,Sample club season,1512,16,2.6,0.71,1.22,1.3,2.2,synthetic://sample-data
2007-06-01,2006-2007,Wales,Wales Player 1,Wales FC,Sample club season,3063,34,0.0,1.4,1.24,1.61,4.61,synthetic://sample-data
2007-06-01,2006-2007,Wales,Wales Player 2,Wales FC,Sample club season,2022,22,3.0,0.78,3.34,1.24,4.29,synthetic://sample-data
2007-06-01,2006-2007,Wales,Wales Player 3,Wales FC,Sample club season,2937,32,2.83,0.0,3.9,0.16,5.46,synthetic://sample-data
2007-06-01,2006-2007,Wales,Wales Player 4,Wales FC,Sample club season,3216,35,0.0,2.63,1.11,3.14,3.61,synthetic://sample-data
2007-06-01,2006-2007,Wales,Wales Player 5,Wales FC,Sample club season,2688,29,1.74,2.32,1.53,2.43,4.15,synthetic://sample-data
2007-06-01,2006-2007,Wales,Wales Player 6,Wales FC,Sample club season,1542,17,2.55,2.3,2.64,2.01,5.64,synthetic://sample-data
2007-06-01,2006-2007,Wales,Wales Player 7,Wales FC,Sample club season,407,4,0.35,0.63,0.02,1.11,0.4,synthetic://sample-data
2007-06-01,2006-2007,Wales,Wales Player 8,Wales FC,Sample club season,1047,11,3.28,0.09,2.9,1.26,1.87,synthetic://sample-data
2008-06-01,2007-2008,Algeria,Algeria Player 1,Algeria FC,Sample club season,2564,28,0.61,1.16,0.71,2.61,2.2,synthetic://sample-data
2008-06-01,2007-2008,Algeria,Algeria Player 2,Algeria FC,Sample club season,2140,23,0.3,0.32,1.93,0.0,2.41,synthetic://sample-data
2008-06-01,2007-2008,Algeria,Algeria Player 3,Algeria FC,Sample club season,2321,25,1.65,0.44,1.74,0.54,4.54,synthetic://sample-data
2008-06-01,2007-2008,Algeria,Algeria Player 4,Algeria FC,Sample club season,3542,39,1.38,0.83,1.58,0.5,2.35,synthetic://sample-data
2008-06-01,2007-2008,Algeria,Algeria Player 5,Algeria FC,Sample club season,2786,30,1.28,2.61,1.26,2.13,4.7,synthetic://sample-data
2008-06-01,2007-2008,Algeria,Algeria Player 6,Algeria FC,Sample club season,1139,12,0.79,2.16,1.54,2.88,2.53,synthetic://sample-data
2008-06-01,2007-2008,Algeria,Algeria Player 7,Algeria FC,Sample club season,1791,19,2.73,2.31,2.54,2.33,0.74,synthetic://sample-data
2008-06-01,2007-2008,Algeria,Algeria Player 8,Algeria FC,Sample club season,414,4,0.0,0.15,0.0,0.02,3.86,synthetic://sample-data
2008-06-01,2007-2008,Argentina,Argentina Player 1,Argentina FC,Sample club season,2520,28,3.95,2.85,4.28,4.57,4.21,synthetic://sample-data
2008-06-01,2007-2008,Argentina,Argentina Player 2,Argentina FC,Sample club season,3278,36,2.26,0.92,2.5,0.99,4.82,synthetic://sample-data
2008-06-01,2007-2008,Argentina,Argentina Player 3,Argentina FC,Sample club season,3278,36,1.68,0.86,1.84,1.58,4.36,synthetic://sample-data
2008-06-01,2007-2008,Argentina,Argentina Player 4,Argentina FC,Sample club season,3027,33,3.21,2.62,3.76,3.5,6.26,synthetic://sample-data
2008-06-01,2007-2008,Argentina,Argentina Player 5,Argentina FC,Sample club season,2389,26,0.6,1.39,0.52,1.82,2.44,synthetic://sample-data
2008-06-01,2007-2008,Argentina,Argentina Player 6,Argentina FC,Sample club season,912,10,6.28,4.43,6.87,4.86,3.37,synthetic://sample-data
2008-06-01,2007-2008,Argentina,Argentina Player 7,Argentina FC,Sample club season,662,7,3.85,2.56,4.24,2.94,0.0,synthetic://sample-data
2008-06-01,2007-2008,Argentina,Argentina Player 8,Argentina FC,Sample club season,1556,17,2.1,3.77,1.16,3.04,2.94,synthetic://sample-data
2008-06-01,2007-2008,Australia,Australia Player 1,Australia FC,Sample club season,3115,34,0.11,0.0,1.34,1.53,7.58,synthetic://sample-data
2008-06-01,2007-2008,Australia,Australia Player 2,Australia FC,Sample club season,2549,28,1.45,0.49,1.91,0.74,1.83,synthetic://sample-data
2008-06-01,2007-2008,Australia,Australia Player 3,Australia FC,Sample club season,2587,28,2.22,1.57,1.81,2.11,2.02,synthetic://sample-data
2008-06-01,2007-2008,Australia,Australia Player 4,Australia FC,Sample club season,3246,36,2.11,0.0,2.86,0.52,5.36,synthetic://sample-data
2008-06-01,2007-2008,Australia,Australia Player 5,Australia FC,Sample club season,2816,31,0.0,0.26,0.18,0.32,1.15,synthetic://sample-data
2008-06-01,2007-2008,Australia,Australia Player 6,Australia FC,Sample club season,1401,15,0.48,1.71,0.84,1.51,2.74,synthetic://sample-data
2008-06-01,2007-2008,Australia,Australia Player 7,Australia FC,Sample club season,1431,15,3.31,1.87,3.05,2.21,1.96,synthetic://sample-data
2008-06-01,2007-2008,Australia,Australia Player 8,Australia FC,Sample club season,764,8,2.03,2.25,2.68,2.73,0.51,synthetic://sample-data
2008-06-01,2007-2008,Austria,Austria Player 1,Austria FC,Sample club season,3083,34,2.68,1.53,2.48,1.6,3.14,synthetic://sample-data
2008-06-01,2007-2008,Austria,Austria Player 2,Austria FC,Sample club season,2559,28,3.3,0.33,2.46,0.0,4.68,synthetic://sample-data
2008-06-01,2007-2008,Austria,Austria Player 3,Austria FC,Sample club season,2477,27,2.86,1.18,3.74,1.31,5.14,synthetic://sample-data
2008-06-01,2007-2008,Austria,Austria Player 4,Austria FC,Sample club season,2015,22,3.63,0.07,3.48,0.0,2.51,synthetic://sample-data
2008-06-01,2007-2008,Austria,Austria Player 5,Austria FC,Sample club season,3081,34,1.43,1.48,1.15,0.91,0.59,synthetic://sample-data
2008-06-01,2007-2008,Austria,Austria Player 6,Austria FC,Sample club season,741,8,2.46,0.71,2.68,0.83,2.07,synthetic://sample-data
2008-06-01,2007-2008,Austria,Austria Player 7,Austria FC,Sample club season,1431,15,1.31,1.72,1.34,1.21,1.64,synthetic://sample-data
2008-06-01,2007-2008,Austria,Austria Player 8,Austria FC,Sample club season,1084,12,2.45,0.42,2.89,0.16,2.26,synthetic://sample-data
2008-06-01,2007-2008,Belgium,Belgium Player 1,Belgium FC,Sample club season,2545,28,2.81,3.26,2.93,2.91,5.3,synthetic://sample-data
2008-06-01,2007-2008,Belgium,Belgium Player 2,Belgium FC,Sample club season,2548,28,2.56,0.79,2.19,0.12,3.26,synthetic://sample-data
2008-06-01,2007-2008,Belgium,Belgium Player 3,Belgium FC,Sample club season,2417,26,1.75,2.27,1.22,1.26,4.89,synthetic://sample-data
2008-06-01,2007-2008,Belgium,Belgium Player 4,Belgium FC,Sample club season,1898,21,2.72,1.09,2.04,0.76,2.33,synthetic://sample-data
2008-06-01,2007-2008,Belgium,Belgium Player 5,Belgium FC,Sample club season,2449,27,0.0,0.71,0.6,0.96,3.47,synthetic://sample-data
2008-06-01,2007-2008,Belgium,Belgium Player 6,Belgium FC,Sample club season,1563,17,4.19,2.5,3.58,3.0,1.97,synthetic://sample-data
2008-06-01,2007-2008,Belgium,Belgium Player 7,Belgium FC,Sample club season,895,9,4.57,3.49,4.04,2.94,5.03,synthetic://sample-data
2008-06-01,2007-2008,Belgium,Belgium Player 8,Belgium FC,Sample club season,1613,17,3.46,2.09,3.15,2.86,1.58,synthetic://sample-data
2008-06-01,2007-2008,Brazil,Brazil Player 1,Brazil FC,Sample club season,2202,24,2.31,1.71,2.27,2.5,3.23,synthetic://sample-data
2008-06-01,2007-2008,Brazil,Brazil Player 2,Brazil FC,Sample club season,2991,33,3.2,1.99,2.62,1.96,2.65,synthetic://sample-data
2008-06-01,2007-2008,Brazil,Brazil Player 3,Brazil FC,Sample club season,2696,29,2.81,2.68,2.03,2.87,1.19,synthetic://sample-data
2008-06-01,2007-2008,Brazil,Brazil Player 4,Brazil FC,Sample club season,2748,30,3.03,1.05,1.95,0.4,3.48,synthetic://sample-data
2008-06-01,2007-2008,Brazil,Brazil Player 5,Brazil FC,Sample club season,2834,31,4.52,2.24,3.56,2.0,6.42,synthetic://sample-data
2008-06-01,2007-2008,Brazil,Brazil Player 6,Brazil FC,Sample club season,1060,11,5.32,2.39,5.58,2.47,2.95,synthetic://sample-data
2008-06-01,2007-2008,Brazil,Brazil Player 7,Brazil FC,Sample club season,706,7,5.05,4.17,6.14,4.95,4.27,synthetic://sample-data
2008-06-01,2007-2008,Brazil,Brazil Player 8,Brazil FC,Sample club season,809,8,2.95,2.28,3.27,2.39,3.08,synthetic://sample-data
2008-06-01,2007-2008,Cameroon,Cameroon Player 1,Cameroon FC,Sample club season,3422,38,0.03,2.22,0.95,3.13,3.58,synthetic://sample-data
2008-06-01,2007-2008,Cameroon,Cameroon Player 2,Cameroon FC,Sample club season,3077,34,1.81,0.0,2.55,0.93,3.09,synthetic://sample-data
2008-06-01,2007-2008,Cameroon,Cameroon Player 3,Cameroon FC,Sample club season,2809,31,1.09,0.3,1.04,0.0,3.31,synthetic://sample-data
2008-06-01,2007-2008,Cameroon,Cameroon Player 4,Cameroon FC,Sample club season,1814,20,1.07,0.3,2.36,0.0,4.36,synthetic://sample-data
2008-06-01,2007-2008,Cameroon,Cameroon Player 5,Cameroon FC,Sample club season,2810,31,0.0,0.33,0.0,0.05,2.44,synthetic://sample-data
2008-06-01,2007-2008,Cameroon,Cameroon Player 6,Cameroon FC,Sample club season,733,8,0.0,1.45,0.11,0.76,2.89,synthetic://sample-data
2008-06-01,2007-2008,Cameroon,Cameroon Player 7,Cameroon FC,Sample club season,1360,15,4.1,0.0,4.49,0.1,1.24,synthetic://sample-data
2008-06-01,2007-2008,Cameroon,Cameroon Player 8,Cameroon FC,Sample club season,1083,12,0.0,1.8,0.51,1.68,5.43,synthetic://sample-data
2008-06-01,2007-2008,Canada,Canada Player 1,Canada FC,Sample club season,1830,20,0.0,0.0,0.08,0.22,3.56,synthetic://sample-data
2008-06-01,2007-2008,Canada,Canada Player 2,Canada FC,Sample club season,2749,30,2.66,0.0,3.13,0.52,4.17,synthetic://sample-data
2008-06-01,2007-2008,Canada,Canada Player 3,Canada FC,Sample club season,1980,22,0.18,1.49,0.73,1.27,3.19,synthetic://sample-data
2008-06-01,2007-2008,Canada,Canada Player 4,Canada FC,Sample club season,3429,38,0.79,0.0,1.23,1.4,3.9,synthetic://sample-data
2008-06-01,2007-2008,Canada,Canada Player 5,Canada FC,Sample club season,1985,22,1.55,0.0,2.79,0.0,3.37,synthetic://sample-data
2008-06-01,2007-2008,Canada,Canada Player 6,Canada FC,Sample club season,448,4,0.0,0.0,2.23,0.42,3.77,synthetic://sample-data
2008-06-01,2007-2008,Canada,Canada Player 7,Canada FC,Sample club season,1419,15,0.0,0.64,0.16,0.09,4.72,synthetic://sample-data
2008-06-01,2007-2008,Canada,Canada Player 8,Canada FC,Sample club season,1418,15,2.02,1.34,0.46,1.77,0.13,synthetic://sample-data
2008-06-01,2007-2008,Chile,Chile Player 1,Chile FC,Sample club season,2256,25,0.95,3.03,2.72,2.59,3.52,synthetic://sample-data
2008-06-01,2007-2008,Chile,Chile Player 2,Chile FC,Sample club season,1935,21,4.09,1.03,5.12,0.51,3.75,synthetic://sample-data
2008-06-01,2007-2008,Chile,Chile Player 3,Chile FC,Sample club season,2903,32,1.02,0.38,0.62,0.0,4.41,synthetic://sample-data
2008-06-01,2007-2008,Chile,Chile Player 4,Chile FC,Sample club season,1911,21,3.19,1.44,2.5,1.37,5.95,synthetic://sample-data
2008-06-01,2007-2008,Chile,Chile Player 5,Chile FC,Sample club season,1936,21,1.72,0.0,1.62,0.22,4.18,synthetic://sample-data
2008-06-01,2007-2008,Chile,Chile Player 6,Chile FC,Sample club season,864,9,4.37,1.06,3.9,0.22,3.83,synthetic://sample-data
2008-06-01,2007-2008,Chile,Chile Player 7,Chile FC,Sample club season,1557,17,0.52,1.98,0.48,2.71,3.17,synthetic://sample-data
2008-06-01,2007-2008,Chile,Chile Player 8,Chile FC,Sample club season,790,8,0.0,1.62,0.47,2.32,0.76,synthetic://sample-data
2008-06-01,2007-2008,Colombia,Colombia Player 1,Colombia FC,Sample club season,3164,35,1.81,0.34,1.44,0.0,3.3,synthetic://sample-data
2008-06-01,2007-2008,Colombia,Colombia Player 2,Colombia FC,Sample club season,2639,29,0.0,1.72,0.0,2.2,5.23,synthetic://sample-data
2008-06-01,2007-2008,Colombia,Colombia Player 3,Colombia FC,Sample club season,2469,27,0.63,1.5,0.04,2.12,5.09,synthetic://sample-data
2008-06-01,2007-2008,Colombia,Colombia Player 4,Colombia FC,Sample club season,2651,29,2.25,1.09,1.28,0.83,5.77,synthetic://sample-data
2008-06-01,2007-2008,Colombia,Colombia Player 5,Colombia FC,Sample club season,2321,25,1.2,0.68,0.0,1.58,4.59,synthetic://sample-data
2008-06-01,2007-2008,Colombia,Colombia Player 6,Colombia FC,Sample club season,1724,19,5.05,1.71,5.19,1.4,0.0,synthetic://sample-data
2008-06-01,2007-2008,Colombia,Colombia Player 7,Colombia FC,Sample club season,637,7,2.08,1.03,1.99,1.14,1.89,synthetic://sample-data
2008-06-01,2007-2008,Colombia,Colombia Player 8,Colombia FC,Sample club season,1500,16,1.05,1.54,0.88,0.66,1.47,synthetic://sample-data
2008-06-01,2007-2008,Costa Rica,Costa Rica Player 1,Costa Rica FC,Sample club season,2509,27,0.0,0.0,1.35,0.17,6.04,synthetic://sample-data
2008-06-01,2007-2008,Costa Rica,Costa Rica Player 2,Costa Rica FC,Sample club season,3046,33,1.4,0.16,1.22,0.0,4.9,synthetic://sample-data
2008-06-01,2007-2008,Costa Rica,Costa Rica Player 3,Costa Rica FC,Sample club season,2553,28,1.08,0.07,3.16,0.73,4.08,synthetic://sample-data
2008-06-01,2007-2008,Costa Rica,Costa Rica Player 4,Costa Rica FC,Sample club season,2766,30,2.58,0.43,1.55,0.09,5.62,synthetic://sample-data
2008-06-01,2007-2008,Costa Rica,Costa Rica Player 5,Costa Rica FC,Sample club season,2243,24,0.0,1.3,0.62,1.56,3.6,synthetic://sample-data
2008-06-01,2007-2008,Costa Rica,Costa Rica Player 6,Costa Rica FC,Sample club season,1725,19,1.37,1.86,1.91,2.52,1.73,synthetic://sample-data
2008-06-01,2007-2008,Costa Rica,Costa Rica Player 7,Costa Rica FC,Sample club season,1406,15,1.29,0.96,0.93,1.9,4.58,synthetic://sample-data
2008-06-01,2007-2008,Costa Rica,Costa Rica Player 8,Costa Rica FC,Sample club season,1613,17,2.07,0.0,3.73,0.0,0.0,synthetic://sample-data
2008-06-01,2007-2008,Croatia,Croatia Player 1,Croatia FC,Sample club season,2479,27,3.58,1.03,4.81,1.21,3.24,synthetic://sample-data
2008-06-01,2007-2008,Croatia,Croatia Player 2,Croatia FC,Sample club season,3221,35,0.2,1.56,0.0,1.33,5.01,synthetic://sample-data
2008-06-01,2007-2008,Croatia,Croatia Player 3,Croatia FC,Sample club season,2752,30,1.53,0.0,0.98,0.1,3.53,synthetic://sample-data
2008-06-01,2007-2008,Croatia,Croatia Player 4,Croatia FC,Sample club season,3418,37,2.33,0.82,2.22,0.86,3.35,synthetic://sample-data
2008-06-01,2007-2008,Croatia,Croatia Player 5,Croatia FC,Sample club season,2436,27,3.71,1.37,4.71,1.63,4.92,synthetic://sample-data
2008-06-01,2007-2008,Croatia,Croatia Player 6,Croatia FC,Sample club season,752,8,3.16,0.49,3.81,0.0,1.04,synthetic://sample-data
2008-06-01,2007-2008,Croatia,Croatia Player 7,Croatia FC,Sample club season,591,6,4.55,1.35,4.99,1.05,1.94,synthetic://sample-data
2008-06-01,2007-2008,Croatia,Croatia Player 8,Croatia FC,Sample club season,1156,12,3.45,1.53,3.47,1.54,3.94,synthetic://sample-data
2008-06-01,2007-2008,Denmark,Denmark Player 1,Denmark FC,Sample club season,2467,27,1.95,1.26,2.02,2.0,5.16,synthetic://sample-data
2008-06-01,2007-2008,Denmark,Denmark Player 2,Denmark FC,Sample club season,3467,38,2.15,1.33,0.87,0.97,5.55,synthetic://sample-data
2008-06-01,2007-2008,Denmark,Denmark Player 3,Denmark FC,Sample club season,3264,36,2.01,0.87,1.43,0.5,2.42,synthetic://sample-data
2008-06-01,2007-2008,Denmark,Denmark Player 4,Denmark FC,Sample club season,3511,39,0.0,0.3,0.0,0.0,5.73,synthetic://sample-data
2008-06-01,2007-2008,Denmark,Denmark Player 5,Denmark FC,Sample club season,1994,22,2.94,2.54,2.89,2.57,3.91,synthetic://sample-data
2008-06-01,2007-2008,Denmark,Denmark Player 6,Denmark FC,Sample club season,1558,17,3.91,1.67,4.59,1.84,0.68,synthetic://sample-data
2008-06-01,2007-2008,Denmark,Denmark Player 7,Denmark FC,Sample club season,553,6,2.81,0.65,2.66,1.05,3.89,synthetic://sample-data
2008-06-01,2007-2008,Denmark,Denmark Player 8,Denmark FC,Sample club season,837,9,4.48,1.85,5.49,1.78,3.08,synthetic://sample-data
2008-06-01,2007-2008,Ecuador,Ecuador Player 1,Ecuador FC,Sample club season,2267,25,0.63,0.73,0.0,1.02,5.11,synthetic://sample-data
2008-06-01,2007-2008,Ecuador,Ecuador Player 2,Ecuador FC,Sample club season,2743,30,0.56,0.0,1.07,1.58,4.99,synthetic://sample-data
2008-06-01,2007-2008,Ecuador,Ecuador Player 3,Ecuador FC,Sample club season,2953,32,2.91,0.0,1.23,0.0,3.25,synthetic://sample-data
2008-06-01,2007-2008,Ecuador,Ecuador Player 4,Ecuador FC,Sample club season,2506,27,0.0,1.87,0.08,1.96,4.69,synthetic://sample-data
2008-06-01,2007-2008,Ecuador,Ecuador Player 5,Ecuador FC,Sample club season,2211,24,0.81,0.47,0.85,0.0,5.17,synthetic://sample-data
2008-06-01,2007-2008,Ecuador,Ecuador Player 6,Ecuador FC,Sample club season,674,7,1.09,1.26,0.19,1.44,1.69,synthetic://sample-data
2008-06-01,2007-2008,Ecuador,Ecuador Player 7,Ecuador FC,Sample club season,1177,13,4.51,2.08,3.94,2.1,1.72,synthetic://sample-data
2008-06-01,2007-2008,Ecuador,Ecuador Player 8,Ecuador FC,Sample club season,959,10,2.59,1.68,3.4,2.52,4.06,synthetic://sample-data
2008-06-01,2007-2008,Egypt,Egypt Player 1,Egypt FC,Sample club season,2946,32,2.81,1.11,2.45,1.04,4.54,synthetic://sample-data
2008-06-01,2007-2008,Egypt,Egypt Player 2,Egypt FC,Sample club season,3548,39,1.11,1.01,0.97,1.46,4.74,synthetic://sample-data
2008-06-01,2007-2008,Egypt,Egypt Player 3,Egypt FC,Sample club season,3343,37,1.32,1.78,0.46,1.83,3.43,synthetic://sample-data
2008-06-01,2007-2008,Egypt,Egypt Player 4,Egypt FC,Sample club season,2742,30,0.71,0.24,1.14,0.0,6.96,synthetic://sample-data
2008-06-01,2007-2008,Egypt,Egypt Player 5,Egypt FC,Sample club season,1854,20,2.01,0.56,2.16,0.05,1.48,synthetic://sample-data
2008-06-01,2007-2008,Egypt,Egypt Player 6,Egypt FC,Sample club season,666,7,1.83,1.02,1.11,1.02,2.45,synthetic://sample-data
2008-06-01,2007-2008,Egypt,Egypt Player 7,Egypt FC,Sample club season,841,9,0.0,0.16,0.28,0.0,1.11,synthetic://sample-data
