as_of_date,team,player,position,club,squad_status,availability_status,injury_type,expected_return,is_probable_starter,source_url
2013-12-18,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2013-12-18,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2013-12-18,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2014-03-19,Croatia,Croatia Player 1,GK,Croatia FC,provisional,available,,,True,synthetic://sample-data
2014-03-19,Croatia,Croatia Player 2,DF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2014-03-19,Croatia,Croatia Player 3,DF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2014-03-19,Croatia,Croatia Player 4,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2014-03-19,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2014-03-19,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2014-03-19,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2014-03-19,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2014-06-18,Croatia,Croatia Player 1,GK,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2014-06-18,Croatia,Croatia Player 2,DF,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2014-06-18,Croatia,Croatia Player 3,DF,Croatia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2014-06-18,Croatia,Croatia Player 4,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2014-06-18,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2014-06-18,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2014-06-18,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2014-06-18,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2014-09-17,Croatia,Croatia Player 1,GK,Croatia FC,provisional,available,,,True,synthetic://sample-data
2014-09-17,Croatia,Croatia Player 2,DF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2014-09-17,Croatia,Croatia Player 3,DF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2014-09-17,Croatia,Croatia Player 4,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2014-09-17,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2014-09-17,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2014-09-17,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2014-09-17,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2014-12-17,Croatia,Croatia Player 1,GK,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2014-12-17,Croatia,Croatia Player 2,DF,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2014-12-17,Croatia,Croatia Player 3,DF,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2014-12-17,Croatia,Croatia Player 4,MF,Croatia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2014-12-17,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2014-12-17,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2014-12-17,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2014-12-17,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2015-03-18,Croatia,Croatia Player 1,GK,Croatia FC,provisional,suspended,,,True,synthetic://sample-data
2015-03-18,Croatia,Croatia Player 2,DF,Croatia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2015-03-18,Croatia,Croatia Player 3,DF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2015-03-18,Croatia,Croatia Player 4,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2015-03-18,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2015-03-18,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2015-03-18,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2015-03-18,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2015-06-17,Croatia,Croatia Player 1,GK,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2015-06-17,Croatia,Croatia Player 2,DF,Croatia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2015-06-17,Croatia,Croatia Player 3,DF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2015-06-17,Croatia,Croatia Player 4,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2015-06-17,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2015-06-17,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2015-06-17,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2015-06-17,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2015-09-16,Croatia,Croatia Player 1,GK,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2015-09-16,Croatia,Croatia Player 2,DF,Croatia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2015-09-16,Croatia,Croatia Player 3,DF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2015-09-16,Croatia,Croatia Player 4,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2015-09-16,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2015-09-16,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2015-09-16,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2015-09-16,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2015-12-16,Croatia,Croatia Player 1,GK,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2015-12-16,Croatia,Croatia Player 2,DF,Croatia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2015-12-16,Croatia,Croatia Player 3,DF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2015-12-16,Croatia,Croatia Player 4,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2015-12-16,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2015-12-16,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2015-12-16,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2015-12-16,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2016-03-16,Croatia,Croatia Player 1,GK,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2016-03-16,Croatia,Croatia Player 2,DF,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2016-03-16,Croatia,Croatia Player 3,DF,Croatia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2016-03-16,Croatia,Croatia Player 4,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2016-03-16,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2016-03-16,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2016-03-16,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2016-03-16,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2016-06-15,Croatia,Croatia Player 1,GK,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2016-06-15,Croatia,Croatia Player 2,DF,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2016-06-15,Croatia,Croatia Player 3,DF,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2016-06-15,Croatia,Croatia Player 4,MF,Croatia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2016-06-15,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2016-06-15,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2016-06-15,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2016-06-15,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2016-09-14,Croatia,Croatia Player 1,GK,Croatia FC,provisional,suspended,,,True,synthetic://sample-data
2016-09-14,Croatia,Croatia Player 2,DF,Croatia FC,provisional,suspended,,,True,synthetic://sample-data
2016-09-14,Croatia,Croatia Player 3,DF,Croatia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2016-09-14,Croatia,Croatia Player 4,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2016-09-14,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2016-09-14,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2016-09-14,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2016-09-14,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2016-12-14,Croatia,Croatia Player 1,GK,Croatia FC,provisional,available,,,True,synthetic://sample-data
2016-12-14,Croatia,Croatia Player 2,DF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2016-12-14,Croatia,Croatia Player 3,DF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2016-12-14,Croatia,Croatia Player 4,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2016-12-14,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2016-12-14,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2016-12-14,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2016-12-14,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2017-03-15,Croatia,Croatia Player 1,GK,Croatia FC,provisional,suspended,,,True,synthetic://sample-data
2017-03-15,Croatia,Croatia Player 2,DF,Croatia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2017-03-15,Croatia,Croatia Player 3,DF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2017-03-15,Croatia,Croatia Player 4,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2017-03-15,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2017-03-15,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2017-03-15,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2017-03-15,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2017-06-14,Croatia,Croatia Player 1,GK,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2017-06-14,Croatia,Croatia Player 2,DF,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2017-06-14,Croatia,Croatia Player 3,DF,Croatia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2017-06-14,Croatia,Croatia Player 4,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2017-06-14,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2017-06-14,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2017-06-14,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2017-06-14,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2017-09-13,Croatia,Croatia Player 1,GK,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2017-09-13,Croatia,Croatia Player 2,DF,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2017-09-13,Croatia,Croatia Player 3,DF,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2017-09-13,Croatia,Croatia Player 4,MF,Croatia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2017-09-13,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2017-09-13,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2017-09-13,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2017-09-13,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2017-12-13,Croatia,Croatia Player 1,GK,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2017-12-13,Croatia,Croatia Player 2,DF,Croatia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2017-12-13,Croatia,Croatia Player 3,DF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2017-12-13,Croatia,Croatia Player 4,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2017-12-13,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2017-12-13,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2017-12-13,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2017-12-13,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2018-03-14,Croatia,Croatia Player 1,GK,Croatia FC,provisional,suspended,,,True,synthetic://sample-data
2018-03-14,Croatia,Croatia Player 2,DF,Croatia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2018-03-14,Croatia,Croatia Player 3,DF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2018-03-14,Croatia,Croatia Player 4,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2018-03-14,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2018-03-14,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2018-03-14,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2018-03-14,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2018-06-13,Croatia,Croatia Player 1,GK,Croatia FC,provisional,suspended,,,True,synthetic://sample-data
2018-06-13,Croatia,Croatia Player 2,DF,Croatia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2018-06-13,Croatia,Croatia Player 3,DF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2018-06-13,Croatia,Croatia Player 4,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2018-06-13,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2018-06-13,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2018-06-13,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2018-06-13,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2018-09-12,Croatia,Croatia Player 1,GK,Croatia FC,provisional,available,,,True,synthetic://sample-data
2018-09-12,Croatia,Croatia Player 2,DF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2018-09-12,Croatia,Croatia Player 3,DF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2018-09-12,Croatia,Croatia Player 4,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2018-09-12,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2018-09-12,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2018-09-12,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2018-09-12,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2018-12-12,Croatia,Croatia Player 1,GK,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2018-12-12,Croatia,Croatia Player 2,DF,Croatia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2018-12-12,Croatia,Croatia Player 3,DF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2018-12-12,Croatia,Croatia Player 4,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2018-12-12,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2018-12-12,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2018-12-12,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2018-12-12,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2019-03-13,Croatia,Croatia Player 1,GK,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2019-03-13,Croatia,Croatia Player 2,DF,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2019-03-13,Croatia,Croatia Player 3,DF,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2019-03-13,Croatia,Croatia Player 4,MF,Croatia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2019-03-13,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2019-03-13,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2019-03-13,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2019-03-13,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2019-06-12,Croatia,Croatia Player 1,GK,Croatia FC,provisional,available,,,True,synthetic://sample-data
2019-06-12,Croatia,Croatia Player 2,DF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2019-06-12,Croatia,Croatia Player 3,DF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2019-06-12,Croatia,Croatia Player 4,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2019-06-12,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2019-06-12,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2019-06-12,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2019-06-12,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2019-09-11,Croatia,Croatia Player 1,GK,Croatia FC,provisional,available,,,True,synthetic://sample-data
2019-09-11,Croatia,Croatia Player 2,DF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2019-09-11,Croatia,Croatia Player 3,DF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2019-09-11,Croatia,Croatia Player 4,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2019-09-11,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2019-09-11,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2019-09-11,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2019-09-11,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2019-12-11,Croatia,Croatia Player 1,GK,Croatia FC,provisional,available,,,True,synthetic://sample-data
2019-12-11,Croatia,Croatia Player 2,DF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2019-12-11,Croatia,Croatia Player 3,DF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2019-12-11,Croatia,Croatia Player 4,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2019-12-11,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2019-12-11,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2019-12-11,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2019-12-11,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2020-03-11,Croatia,Croatia Player 1,GK,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2020-03-11,Croatia,Croatia Player 2,DF,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2020-03-11,Croatia,Croatia Player 3,DF,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2020-03-11,Croatia,Croatia Player 4,MF,Croatia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2020-03-11,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2020-03-11,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2020-03-11,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2020-03-11,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2020-06-10,Croatia,Croatia Player 1,GK,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2020-06-10,Croatia,Croatia Player 2,DF,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2020-06-10,Croatia,Croatia Player 3,DF,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2020-06-10,Croatia,Croatia Player 4,MF,Croatia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2020-06-10,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2020-06-10,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2020-06-10,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2020-06-10,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2020-09-09,Croatia,Croatia Player 1,GK,Croatia FC,provisional,available,,,True,synthetic://sample-data
2020-09-09,Croatia,Croatia Player 2,DF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2020-09-09,Croatia,Croatia Player 3,DF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2020-09-09,Croatia,Croatia Player 4,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2020-09-09,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2020-09-09,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2020-09-09,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2020-09-09,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2020-12-09,Croatia,Croatia Player 1,GK,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2020-12-09,Croatia,Croatia Player 2,DF,Croatia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2020-12-09,Croatia,Croatia Player 3,DF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2020-12-09,Croatia,Croatia Player 4,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2020-12-09,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2020-12-09,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2020-12-09,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2020-12-09,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2021-03-10,Croatia,Croatia Player 1,GK,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2021-03-10,Croatia,Croatia Player 2,DF,Croatia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2021-03-10,Croatia,Croatia Player 3,DF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2021-03-10,Croatia,Croatia Player 4,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2021-03-10,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2021-03-10,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2021-03-10,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2021-03-10,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2021-06-09,Croatia,Croatia Player 1,GK,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2021-06-09,Croatia,Croatia Player 2,DF,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2021-06-09,Croatia,Croatia Player 3,DF,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2021-06-09,Croatia,Croatia Player 4,MF,Croatia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2021-06-09,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2021-06-09,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2021-06-09,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2021-06-09,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2021-09-08,Croatia,Croatia Player 1,GK,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2021-09-08,Croatia,Croatia Player 2,DF,Croatia FC,provisional,suspended,,,True,synthetic://sample-data
2021-09-08,Croatia,Croatia Player 3,DF,Croatia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2021-09-08,Croatia,Croatia Player 4,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2021-09-08,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2021-09-08,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2021-09-08,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2021-09-08,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2021-12-08,Croatia,Croatia Player 1,GK,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2021-12-08,Croatia,Croatia Player 2,DF,Croatia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2021-12-08,Croatia,Croatia Player 3,DF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2021-12-08,Croatia,Croatia Player 4,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2021-12-08,Croatia,Croatia Player 5,MF,Croatia FC,provisional,available,,,True,synthetic://sample-data
2021-12-08,Croatia,Croatia Player 6,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2021-12-08,Croatia,Croatia Player 7,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2021-12-08,Croatia,Croatia Player 8,FW,Croatia FC,provisional,available,,,False,synthetic://sample-data
2022-03-09,Croatia,Croatia Player 1,GK,Croatia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2022-03-09,Croatia,Croatia Player 2,DF,Croatia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2022-03-09,Croatia,Croatia Player 3,DF,Croatia FC,provisional,available,,,True,synthetic://sample-data
