date,team,injured_players,suspended_players,squad_market_value_eur,xg_for_10,xg_against_10
2008-06-25,Costa Rica,1,1,635325044.0,1.34,1.479
2008-09-24,Costa Rica,1,0,569636111.0,1.134,1.238
2008-12-24,Costa Rica,1,1,609619276.0,1.062,1.662
2009-03-25,Costa Rica,0,0,615136595.0,1.011,1.383
2009-06-24,Costa Rica,1,0,588966143.0,1.191,1.215
2009-09-23,Costa Rica,2,1,590400731.0,1.265,1.356
2009-12-23,Costa Rica,2,0,641268517.0,1.309,1.446
2010-03-24,Costa Rica,0,0,606573308.0,1.202,1.677
2010-06-23,Costa Rica,1,0,589503633.0,1.129,1.561
2010-09-22,Costa Rica,0,0,617768642.0,1.116,1.459
2010-12-22,Costa Rica,2,0,610751944.0,0.838,1.547
2011-03-23,Costa Rica,2,0,603671624.0,0.96,1.268
2011-06-22,Costa Rica,1,0,621136432.0,1.358,1.413
2011-09-21,Costa Rica,3,0,596252293.0,1.33,1.657
2011-12-21,Costa Rica,0,1,576062403.0,1.27,1.469
2012-03-21,Costa Rica,1,0,620468221.0,1.0,1.523
2012-06-20,Costa Rica,0,0,633527685.0,1.235,1.718
2012-09-19,Costa Rica,2,1,621384746.0,1.346,1.613
2012-12-19,Costa Rica,0,0,668569949.0,1.267,1.549
2013-03-20,Costa Rica,2,0,571810560.0,1.143,1.569
2013-06-19,Costa Rica,1,0,606768757.0,0.943,1.596
2013-09-18,Costa Rica,1,0,597449277.0,1.136,1.429
2013-12-18,Costa Rica,0,0,618900518.0,1.213,1.438
2014-03-19,Costa Rica,0,0,630441062.0,1.029,1.34
2014-06-18,Costa Rica,0,0,568490726.0,1.276,1.538
2014-09-17,Costa Rica,1,0,636936106.0,1.559,0.997
2014-12-17,Costa Rica,0,0,597132973.0,0.979,1.389
2015-03-18,Costa Rica,1,0,674475600.0,1.018,1.342
2015-06-17,Costa Rica,1,0,580233502.0,1.005,1.482
2015-09-16,Costa Rica,0,0,589250414.0,1.196,1.153
2015-12-16,Costa Rica,0,1,618768426.0,1.559,1.471
2016-03-16,Costa Rica,2,0,637335377.0,1.055,1.461
2016-06-15,Costa Rica,1,1,601291896.0,1.456,1.474
2016-09-14,Costa Rica,0,0,614240356.0,1.078,1.444
2016-12-14,Costa Rica,2,0,544121838.0,1.412,1.409
2017-03-15,Costa Rica,0,0,619468723.0,1.11,1.46
2017-06-14,Costa Rica,2,0,581976499.0,1.108,1.574
2017-09-13,Costa Rica,0,0,607736396.0,1.148,1.382
2017-12-13,Costa Rica,1,0,615842184.0,1.056,1.428
2018-03-14,Costa Rica,0,0,581527648.0,1.21,1.406
2018-06-13,Costa Rica,1,0,593176335.0,1.468,1.318
2018-09-12,Costa Rica,3,0,641222886.0,1.145,1.507
2018-12-12,Costa Rica,2,0,577745382.0,1.194,1.502
2019-03-13,Costa Rica,2,0,603317340.0,1.338,1.249
2019-06-12,Costa Rica,0,0,624012712.0,1.083,1.646
2019-09-11,Costa Rica,0,0,575214854.0,0.882,1.301
2019-12-11,Costa Rica,0,0,549158386.0,1.248,1.712
2020-03-11,Costa Rica,1,0,638710252.0,1.153,1.495
2020-06-10,Costa Rica,2,0,621882382.0,1.284,1.454
2020-09-09,Costa Rica,2,0,594646316.0,1.43,1.371
2020-12-09,Costa Rica,1,0,608038077.0,1.12,1.417
2021-03-10,Costa Rica,0,1,615636799.0,1.077,1.474
2021-06-09,Costa Rica,2,0,652086616.0,1.558,1.401
2021-09-08,Costa Rica,0,0,548441819.0,1.181,1.373
2021-12-08,Costa Rica,0,0,575378268.0,1.265,1.208
2022-03-09,Costa Rica,1,1,587314958.0,1.242,1.468
2022-06-08,Costa Rica,1,0,655182554.0,1.204,1.065
2022-09-07,Costa Rica,0,0,613122333.0,1.296,1.582
2022-12-07,Costa Rica,1,1,601146172.0,1.44,1.273
2023-03-08,Costa Rica,1,0,545585639.0,1.321,1.227
2023-06-07,Costa Rica,0,0,618173812.0,0.88,1.38
2023-09-06,Costa Rica,2,0,610142784.0,1.295,1.301
2023-12-06,Costa Rica,0,0,573301557.0,1.149,1.45
2024-03-06,Costa Rica,2,0,555599880.0,1.105,1.404
2024-06-05,Costa Rica,1,0,604795012.0,1.269,1.398
2024-09-04,Costa Rica,3,0,616696872.0,1.209,1.132
2024-12-04,Costa Rica,2,2,600649298.0,1.157,1.298
2025-03-05,Costa Rica,0,0,616829723.0,1.286,0.955
2025-06-04,Costa Rica,1,0,580528132.0,1.3,1.456
2025-09-03,Costa Rica,1,1,605294836.0,1.401,1.523
2025-12-03,Costa Rica,0,1,583859326.0,1.37,1.581
2026-03-04,Costa Rica,4,0,622985848.0,1.271,1.48
2003-01-01,Croatia,3,1,2767796932.0,2.097,0.3
2003-04-02,Croatia,2,0,2695255124.0,2.266,0.3
2003-07-02,Croatia,1,0,2695742529.0,2.255,0.459
2003-10-01,Croatia,1,0,2719623225.0,2.209,0.3
2003-12-31,Croatia,3,0,2693372129.0,2.533,0.549
2004-03-31,Croatia,3,0,2687804732.0,2.363,0.306
2004-06-30,Croatia,2,0,2692500271.0,2.052,0.3
2004-09-29,Croatia,2,0,2731588309.0,2.079,0.398
2004-12-29,Croatia,5,0,2746144243.0,2.521,0.3
2005-03-30,Croatia,2,0,2665140635.0,2.361,0.3
2005-06-29,Croatia,0,0,2668859130.0,2.273,0.3
2005-09-28,Croatia,1,0,2700951830.0,2.453,0.376
2005-12-28,Croatia,2,0,2731109722.0,2.415,0.694
2006-03-29,Croatia,1,1,2730308897.0,1.971,0.3
2006-06-28,Croatia,2,0,2661679929.0,2.302,0.309
2006-09-27,Croatia,0,1,2676656202.0,2.5,0.401
2006-12-27,Croatia,1,1,2721348161.0,2.339,0.461
2007-03-28,Croatia,1,0,2750006051.0,1.928,0.553
2007-06-27,Croatia,1,0,2711718286.0,2.52,0.405
2007-09-26,Croatia,1,1,2669912811.0,2.273,0.308
2007-12-26,Croatia,0,0,2697419557.0,2.313,0.3
2008-03-26,Croatia,2,0,2689317636.0,2.093,0.764
2008-06-25,Croatia,1,0,2673637297.0,2.416,0.3
2008-09-24,Croatia,2,0,2814981905.0,2.162,0.3
2008-12-24,Croatia,1,0,2681258826.0,2.519,0.3
2009-03-25,Croatia,1,0,2682737579.0,2.228,0.3
2009-06-24,Croatia,0,0,2684011119.0,2.214,0.53
2009-09-23,Croatia,1,0,2699493158.0,2.315,0.3
2009-12-23,Croatia,3,0,2757595714.0,2.046,0.316
2010-03-24,Croatia,1,0,2716271233.0,2.202,0.3
2010-06-23,Croatia,1,1,2734110528.0,2.251,0.3
2010-09-22,Croatia,0,0,2692258121.0,2.371,0.515
2010-12-22,Croatia,0,1,2780643723.0,2.214,0.372
2011-03-23,Croatia,0,0,2765343410.0,1.92,0.308
2011-06-22,Croatia,2,1,2722965936.0,2.164,0.494
2011-09-21,Croatia,5,0,2711910291.0,2.249,0.612
2011-12-21,Croatia,1,2,2730617995.0,2.476,0.547
2012-03-21,Croatia,2,0,2671793985.0,2.23,0.3
2012-06-20,Croatia,0,0,2723586537.0,2.107,0.3
2012-09-19,Croatia,0,1,2742323566.0,2.297,0.412
2012-12-19,Croatia,5,1,2698981220.0,2.462,0.3
2013-03-20,Croatia,1,0,2732593399.0,2.202,0.3
2013-06-19,Croatia,0,0,2695285812.0,2.403,0.3
2013-09-18,Croatia,1,2,2719756381.0,2.242,0.341
2013-12-18,Croatia,2,1,2785032641.0,2.155,0.441
2014-03-19,Croatia,0,0,2702213948.0,2.109,0.3
2014-06-18,Croatia,2,0,2724099763.0,2.366,0.3
2014-09-17,Croatia,0,0,2739085642.0,2.303,0.395
2014-12-17,Croatia,3,0,2730260194.0,2.378,0.403
2015-03-18,Croatia,0,1,2753626639.0,2.182,0.3
2015-06-17,Croatia,1,0,2759140048.0,2.05,0.456
2015-09-16,Croatia,1,0,2727160280.0,2.335,0.3
2015-12-16,Croatia,1,0,2785398838.0,2.134,0.347
2016-03-16,Croatia,2,0,2643529273.0,2.271,0.3
2016-06-15,Croatia,3,0,2705826348.0,2.314,0.314
2016-09-14,Croatia,0,2,2722968021.0,2.218,0.3
2016-12-14,Croatia,0,0,2720913082.0,2.126,0.3
2017-03-15,Croatia,0,1,2702653607.0,2.301,0.3
2017-06-14,Croatia,2,0,2698487970.0,2.194,0.3
2017-09-13,Croatia,3,0,2727148043.0,2.257,0.397
2017-12-13,Croatia,1,0,2637828889.0,2.276,0.35
2018-03-14,Croatia,0,1,2767932058.0,2.228,0.3
2018-06-13,Croatia,0,1,2686946731.0,2.223,0.3
2018-09-12,Croatia,0,0,2788516113.0,2.354,0.3
2018-12-12,Croatia,1,0,2687417133.0,2.263,0.3
2019-03-13,Croatia,3,0,2723364901.0,2.46,0.3
2019-06-12,Croatia,0,0,2720257154.0,2.333,0.38
2019-09-11,Croatia,0,0,2729848005.0,2.061,0.3
2019-12-11,Croatia,0,0,2665427905.0,2.194,0.3
2020-03-11,Croatia,3,0,2701844416.0,2.567,0.3
2020-06-10,Croatia,3,0,2722621841.0,2.126,0.417
2020-09-09,Croatia,0,0,2751590751.0,2.548,0.333
2020-12-09,Croatia,1,0,2712709432.0,2.044,0.508
2021-03-10,Croatia,1,0,2733140946.0,2.102,0.354
2021-06-09,Croatia,3,0,2723572496.0,2.295,0.3
2021-09-08,Croatia,1,1,2721007046.0,2.26,0.431
2021-12-08,Croatia,1,0,2765104057.0,2.07,0.506
2022-03-09,Croatia,1,0,2685388964.0,2.104,0.537
2022-06-08,Croatia,0,0,2715742182.0,2.247,0.417
2022-09-07,Croatia,0,0,2743052850.0,2.364,0.3
2022-12-07,Croatia,1,0,2722425541.0,2.196,0.376
2023-03-08,Croatia,1,0,2740118487.0,2.265,0.45
2023-06-07,Croatia,3,1,2697234706.0,2.25,0.314
2023-09-06,Croatia,0,1,2696326162.0,1.985,0.396
2023-12-06,Croatia,2,2,2744096461.0,2.528,0.462
2024-03-06,Croatia,1,1,2664824604.0,2.057,0.3
2024-06-05,Croatia,0,0,2754513303.0,2.191,0.3
2024-09-04,Croatia,2,1,2765026104.0,2.053,0.3
2024-12-04,Croatia,1,0,2735995193.0,2.261,0.422
2025-03-05,Croatia,2,0,2711782992.0,2.223,0.389
2025-06-04,Croatia,4,0,2714619093.0,2.221,0.3
2025-09-03,Croatia,0,0,2681078402.0,2.399,0.321
2025-12-03,Croatia,0,0,2800862295.0,2.353,0.443
2026-03-04,Croatia,2,0,2725819984.0,2.041,0.442
2003-01-01,Denmark,1,1,2193609217.0,1.907,0.601
2003-04-02,Denmark,0,1,2178324114.0,2.075,0.79
2003-07-02,Denmark,0,0,2226121073.0,2.156,0.455
2003-10-01,Denmark,2,0,2192981020.0,1.794,0.603
2003-12-31,Denmark,0,1,2205443336.0,2.023,0.477
2004-03-31,Denmark,0,0,2205063178.0,2.1,0.732
2004-06-30,Denmark,1,0,2249565659.0,1.89,0.438
2004-09-29,Denmark,0,0,2202239685.0,1.991,0.344
2004-12-29,Denmark,0,1,2255097634.0,2.149,0.785
2005-03-30,Denmark,2,0,2210059086.0,2.332,0.856
2005-06-29,Denmark,2,0,2225912412.0,2.163,0.462
2005-09-28,Denmark,2,0,2173859751.0,1.981,0.349
2005-12-28,Denmark,1,0,2240521418.0,2.05,0.492
2006-03-29,Denmark,0,0,2217307866.0,2.126,0.372
2006-06-28,Denmark,1,1,2244059082.0,1.911,0.71
2006-09-27,Denmark,3,0,2206232370.0,2.213,0.664
2006-12-27,Denmark,3,0,2187239070.0,1.852,0.601
2007-03-28,Denmark,2,0,2204358816.0,2.147,0.636
2007-06-27,Denmark,3,0,2225954481.0,1.959,0.557
2007-09-26,Denmark,0,0,2191319588.0,2.277,0.756
2007-12-26,Denmark,1,0,2204023141.0,2.181,0.613
2008-03-26,Denmark,1,0,2235595961.0,1.897,0.49
2008-06-25,Denmark,2,0,2195716911.0,2.002,0.607
2008-09-24,Denmark,2,0,2224362083.0,2.126,0.468
2008-12-24,Denmark,3,0,2210582146.0,1.998,0.451
2009-03-25,Denmark,1,1,2257988900.0,1.713,0.679
2009-06-24,Denmark,4,0,2247923612.0,2.024,0.589
2009-09-23,Denmark,2,0,2199319102.0,2.172,0.831
2009-12-23,Denmark,1,1,2190149017.0,1.874,0.503
2010-03-24,Denmark,1,1,2193917167.0,1.755,0.723
2010-06-23,Denmark,1,0,2224538079.0,2.024,0.525
2010-09-22,Denmark,3,0,2235218570.0,1.856,0.401
2010-12-22,Denmark,3,0,2251625565.0,1.915,0.651
2011-03-23,Denmark,2,0,2201335821.0,1.998,0.493
2011-06-22,Denmark,0,0,2185153577.0,2.025,0.543
2011-09-21,Denmark,0,1,2212086540.0,2.295,0.481
2011-12-21,Denmark,0,0,2277198273.0,2.184,0.418
2012-03-21,Denmark,1,0,2230183735.0,2.237,0.568
2012-06-20,Denmark,1,0,2216600802.0,1.988,0.557
2012-09-19,Denmark,2,0,2174459394.0,2.022,0.532
2012-12-19,Denmark,1,0,2239742026.0,2.191,0.537
2013-03-20,Denmark,2,0,2237063778.0,1.996,0.797
2013-06-19,Denmark,0,1,2199920658.0,1.694,0.623
2013-09-18,Denmark,3,1,2237713044.0,1.943,0.713
2013-12-18,Denmark,2,1,2194367132.0,2.039,0.782
2014-03-19,Denmark,0,0,2186734945.0,2.222,0.631
2014-06-18,Denmark,2,1,2226682705.0,1.715,0.585
2014-09-17,Denmark,2,0,2139688600.0,1.977,0.49
2014-12-17,Denmark,2,0,2180310460.0,2.203,0.736
2015-03-18,Denmark,1,0,2234275948.0,2.094,0.568
2015-06-17,Denmark,4,0,2218309149.0,1.985,0.39
2015-09-16,Denmark,1,0,2183672782.0,2.135,0.62
2015-12-16,Denmark,0,0,2221262634.0,2.015,0.736
2016-03-16,Denmark,0,0,2234781676.0,2.113,0.508
2016-06-15,Denmark,2,0,2260240465.0,1.799,0.84
2016-09-14,Denmark,3,1,2249532197.0,2.186,0.781
2016-12-14,Denmark,1,0,2213868082.0,1.695,0.594
2017-03-15,Denmark,0,0,2249533480.0,1.969,0.609
2017-06-14,Denmark,3,0,2211002574.0,2.131,0.531
2017-09-13,Denmark,0,0,2138998911.0,1.981,0.792
2017-12-13,Denmark,0,0,2171203923.0,1.965,0.3
2018-03-14,Denmark,0,0,2215407221.0,1.788,0.534
2018-06-13,Denmark,0,1,2193634385.0,1.996,0.399
2018-09-12,Denmark,1,0,2214798191.0,1.909,0.612
2018-12-12,Denmark,0,0,2211858195.0,1.754,0.653
2019-03-13,Denmark,0,0,2214433401.0,2.074,0.374
2019-06-12,Denmark,1,0,2195128723.0,1.87,0.465
2019-09-11,Denmark,1,0,2176124475.0,2.341,0.572
2019-12-11,Denmark,2,0,2196061682.0,2.044,0.667
2020-03-11,Denmark,1,0,2196982271.0,1.839,0.702
2020-06-10,Denmark,6,0,2158431486.0,1.939,0.545
2020-09-09,Denmark,0,0,2192467013.0,2.117,0.575
2020-12-09,Denmark,5,0,2214186891.0,2.098,0.662
2021-03-10,Denmark,2,0,2171196027.0,1.85,0.714
2021-06-09,Denmark,1,0,2180744361.0,2.047,0.5
2021-09-08,Denmark,0,0,2242797366.0,2.047,0.608
2021-12-08,Denmark,4,0,2198658690.0,1.995,0.744
2022-03-09,Denmark,0,1,2217134872.0,2.02,0.808
2022-06-08,Denmark,1,1,2239456690.0,1.888,0.439
2022-09-07,Denmark,3,1,2199877741.0,1.978,0.318
2022-12-07,Denmark,1,0,2217673637.0,1.965,0.743
2023-03-08,Denmark,1,0,2263489141.0,1.759,0.759
2023-06-07,Denmark,0,0,2228532579.0,2.048,0.3
2023-09-06,Denmark,1,1,2197236663.0,1.994,0.395
2023-12-06,Denmark,2,0,2231181757.0,1.987,0.677
2024-03-06,Denmark,1,0,2218278761.0,1.935,0.661
2024-06-05,Denmark,1,0,2195995027.0,1.989,0.637
2024-09-04,Denmark,3,0,2273998149.0,1.916,0.757
2024-12-04,Denmark,0,1,2225186417.0,1.973,0.489
2025-03-05,Denmark,1,1,2141601113.0,2.07,0.634
2025-06-04,Denmark,3,0,2194001750.0,1.623,0.618
2025-09-03,Denmark,0,1,2209537639.0,1.819,0.64
2025-12-03,Denmark,1,0,2206590850.0,1.851,0.3
2026-03-04,Denmark,0,0,2189124330.0,1.997,0.409
2003-01-01,Ecuador,1,0,1601889897.0,1.841,1.027
2003-04-02,Ecuador,1,0,1526939180.0,1.575,1.027
2003-07-02,Ecuador,0,0,1514233456.0,1.542,0.871
2003-10-01,Ecuador,0,0,1535918662.0,1.716,0.789
2003-12-31,Ecuador,4,0,1544171625.0,1.554,0.998
2004-03-31,Ecuador,1,0,1532803763.0,1.677,0.94
2004-06-30,Ecuador,1,0,1517744639.0,2.027,0.842
2004-09-29,Ecuador,3,0,1527093530.0,1.569,0.874
2004-12-29,Ecuador,2,0,1558616248.0,1.564,1.152
2005-03-30,Ecuador,2,0,1498009262.0,1.86,0.792
2005-06-29,Ecuador,3,1,1536978795.0,1.787,0.98
2005-09-28,Ecuador,0,0,1468896291.0,1.397,1.055
2005-12-28,Ecuador,1,0,1564579977.0,1.578,1.026
2006-03-29,Ecuador,1,1,1582641640.0,1.844,1.009
2006-06-28,Ecuador,3,0,1519642642.0,2.242,1.037
2006-09-27,Ecuador,2,1,1498543246.0,1.956,1.031
2006-12-27,Ecuador,1,0,1573469806.0,1.385,1.117
2007-03-28,Ecuador,2,0,1517134812.0,1.307,0.757
2007-06-27,Ecuador,5,0,1577711528.0,1.522,1.053
2007-09-26,Ecuador,1,1,1513372528.0,1.503,0.69
2007-12-26,Ecuador,2,0,1555859462.0,1.694,0.664
2008-03-26,Ecuador,2,0,1552015885.0,1.604,0.926
2008-06-25,Ecuador,0,0,1602931255.0,1.484,0.898
2008-09-24,Ecuador,1,2,1568998965.0,1.563,0.965
2008-12-24,Ecuador,0,0,1541370183.0,1.599,0.829
2009-03-25,Ecuador,1,0,1497130895.0,1.351,0.939
2009-06-24,Ecuador,0,1,1576792068.0,1.633,1.217
2009-09-23,Ecuador,1,0,1480028611.0,1.476,0.916
2009-12-23,Ecuador,1,0,1491476898.0,1.538,0.983
2010-03-24,Ecuador,2,0,1530920151.0,1.8,0.894
2010-06-23,Ecuador,0,0,1527506235.0,1.595,1.175
2010-09-22,Ecuador,0,1,1532764324.0,1.532,1.077
2010-12-22,Ecuador,0,2,1558642563.0,1.728,0.695
2011-03-23,Ecuador,1,0,1515295282.0,1.74,0.942
2011-06-22,Ecuador,1,0,1499931744.0,1.886,1.173
2011-09-21,Ecuador,0,0,1578388002.0,1.811,1.068
2011-12-21,Ecuador,0,2,1501119697.0,1.432,0.819
2012-03-21,Ecuador,1,0,1547803296.0,1.66,1.115
2012-06-20,Ecuador,1,0,1625441843.0,1.638,0.916
2012-09-19,Ecuador,0,1,1517562306.0,1.707,0.729
2012-12-19,Ecuador,0,1,1529104004.0,1.664,0.587
2013-03-20,Ecuador,0,0,1529465640.0,1.638,1.011
2013-06-19,Ecuador,2,0,1508184996.0,1.52,0.881
2013-09-18,Ecuador,1,0,1534430801.0,1.621,0.837
2013-12-18,Ecuador,2,0,1544789965.0,1.619,0.93
2014-03-19,Ecuador,1,0,1546995584.0,1.723,0.996
2014-06-18,Ecuador,1,1,1523917360.0,1.901,0.756
2014-09-17,Ecuador,0,0,1536819874.0,1.58,0.585
2014-12-17,Ecuador,0,0,1566707996.0,1.673,1.144
2015-03-18,Ecuador,1,0,1521873771.0,1.76,0.967
2015-06-17,Ecuador,2,0,1562036667.0,1.855,0.945
2015-09-16,Ecuador,0,0,1527157695.0,1.541,0.982
2015-12-16,Ecuador,0,0,1586732861.0,1.808,0.784
2016-03-16,Ecuador,0,1,1545257427.0,1.678,0.984
2016-06-15,Ecuador,2,0,1539960950.0,1.427,1.062
2016-09-14,Ecuador,0,0,1542488965.0,1.755,0.722
2016-12-14,Ecuador,0,0,1518956198.0,1.775,0.887
2017-03-15,Ecuador,4,0,1556181388.0,1.665,0.98
2017-06-14,Ecuador,0,0,1541282477.0,1.908,0.984
2017-09-13,Ecuador,0,0,1546176576.0,1.557,1.115
2017-12-13,Ecuador,0,0,1478022174.0,1.643,0.944
2018-03-14,Ecuador,0,0,1562464578.0,1.378,1.047
2018-06-13,Ecuador,2,0,1549841291.0,1.839,0.629
2018-09-12,Ecuador,0,0,1524411511.0,1.679,0.819
2018-12-12,Ecuador,1,0,1557434077.0,1.523,1.012
2019-03-13,Ecuador,4,0,1489245914.0,1.415,0.808
2019-06-12,Ecuador,1,1,1571736198.0,1.609,0.856
2019-09-11,Ecuador,2,1,1503544002.0,1.743,0.935
2019-12-11,Ecuador,2,0,1582995628.0,1.966,0.825
2020-03-11,Ecuador,2,1,1479653755.0,1.886,0.876
2020-06-10,Ecuador,1,1,1566283109.0,1.702,1.017
2020-09-09,Ecuador,1,1,1508480664.0,1.554,1.049
2020-12-09,Ecuador,0,0,1462392183.0,1.711,0.759
2021-03-10,Ecuador,4,1,1588636882.0,1.596,1.176
2021-06-09,Ecuador,1,0,1545245106.0,1.581,1.036
2021-09-08,Ecuador,0,1,1548262707.0,1.602,1.036
2021-12-08,Ecuador,1,0,1533693223.0,1.919,0.765
2022-03-09,Ecuador,5,0,1541267381.0,1.819,1.054
2022-06-08,Ecuador,3,0,1555164204.0,1.935,0.798
2022-09-07,Ecuador,0,0,1545367606.0,1.597,1.132
2022-12-07,Ecuador,0,0,1532969087.0,1.537,0.491
2023-03-08,Ecuador,1,0,1544405576.0,1.628,0.959
2023-06-07,Ecuador,0,0,1591260935.0,1.603,0.976
2023-09-06,Ecuador,0,1,1539152170.0,1.532,0.802
2023-12-06,Ecuador,0,1,1532339858.0,1.745,0.857
2024-03-06,Ecuador,3,0,1525885420.0,1.72,1.008
2024-06-05,Ecuador,1,0,1503245125.0,1.609,1.004
2024-09-04,Ecuador,0,0,1526211694.0,1.515,1.169
2024-12-04,Ecuador,2,0,1557538728.0,1.511,1.074
2025-03-05,Ecuador,0,1,1516517682.0,1.327,0.932
2025-06-04,Ecuador,2,0,1555930155.0,1.685,1.12
2025-09-03,Ecuador,1,0,1492031550.0,1.379,0.831
2025-12-03,Ecuador,1,0,1564022061.0,1.76,0.811
2026-03-04,Ecuador,1,1,1566512757.0,1.653,1.106
2003-01-01,Egypt,1,1,1355425715.0,1.591,1.138
2003-04-02,Egypt,3,0,1359700765.0,1.439,1.087
2003-07-02,Egypt,1,0,1376326627.0,1.509,0.792
2003-10-01,Egypt,0,0,1395040142.0,1.628,1.242
2003-12-31,Egypt,2,0,1321427490.0,1.35,0.946
2004-03-31,Egypt,0,0,1381601970.0,1.579,0.788
2004-06-30,Egypt,2,0,1329798812.0,1.714,1.106
2004-09-29,Egypt,1,0,1304899865.0,1.278,0.74
2004-12-29,Egypt,2,0,1346433212.0,1.536,0.999
2005-03-30,Egypt,1,0,1359937491.0,1.653,1.103
2005-06-29,Egypt,1,0,1290686843.0,1.515,1.077
2005-09-28,Egypt,1,0,1335968182.0,1.536,0.896
2005-12-28,Egypt,0,0,1355454003.0,1.909,1.027
2006-03-29,Egypt,0,0,1325638854.0,1.425,1.215
2006-06-28,Egypt,1,0,1311296806.0,1.404,1.246
2006-09-27,Egypt,1,0,1320596343.0,1.485,1.103
2006-12-27,Egypt,0,0,1405687244.0,1.568,1.197
2007-03-28,Egypt,1,0,1354482577.0,1.622,0.937
2007-06-27,Egypt,0,0,1323742197.0,1.553,1.148
2007-09-26,Egypt,1,0,1303594351.0,1.509,0.915
2007-12-26,Egypt,0,1,1393837353.0,1.57,1.052
2008-03-26,Egypt,2,0,1417184670.0,1.556,0.789
2008-06-25,Egypt,1,1,1366418894.0,1.585,1.078
2008-09-24,Egypt,1,0,1359722345.0,1.648,1.01
2008-12-24,Egypt,3,0,1360344418.0,1.636,1.334
2009-03-25,Egypt,0,0,1360009195.0,1.572,0.902
2009-06-24,Egypt,2,0,1387727699.0,1.43,0.899
2009-09-23,Egypt,0,0,1332109143.0,1.544,0.931
2009-12-23,Egypt,1,0,1364190815.0,1.515,1.08
2010-03-24,Egypt,2,1,1391576226.0,1.539,1.034
2010-06-23,Egypt,0,0,1328123564.0,1.447,1.065
2010-09-22,Egypt,1,0,1361060886.0,1.434,1.154
2010-12-22,Egypt,0,0,1337670821.0,1.62,0.92
2011-03-23,Egypt,2,0,1323653629.0,1.617,1.182
2011-06-22,Egypt,0,0,1394653835.0,1.675,0.776
2011-09-21,Egypt,0,0,1332157082.0,1.578,0.927
2011-12-21,Egypt,0,0,1385373367.0,1.702,1.085
2012-03-21,Egypt,1,0,1358736188.0,1.378,1.086
2012-06-20,Egypt,2,0,1349037803.0,1.599,0.953
2012-09-19,Egypt,1,0,1402609829.0,1.709,1.089
2012-12-19,Egypt,3,0,1363270397.0,1.655,0.77
2013-03-20,Egypt,3,0,1353685113.0,1.629,0.881
2013-06-19,Egypt,3,0,1369005997.0,1.452,1.044
2013-09-18,Egypt,0,1,1380165455.0,1.357,0.786
2013-12-18,Egypt,0,0,1354758728.0,1.595,1.012
2014-03-19,Egypt,0,0,1362353944.0,1.672,0.867
2014-06-18,Egypt,0,0,1327160805.0,1.695,0.999
2014-09-17,Egypt,1,0,1321746087.0,1.23,0.931
2014-12-17,Egypt,0,0,1328564609.0,1.404,0.913
2015-03-18,Egypt,1,0,1349870625.0,1.27,1.07
2015-06-17,Egypt,0,0,1326707959.0,1.539,1.029
2015-09-16,Egypt,1,0,1322866836.0,1.513,0.996
2015-12-16,Egypt,3,0,1383072831.0,1.693,1.104
2016-03-16,Egypt,0,0,1299721910.0,1.615,0.735
2016-06-15,Egypt,1,0,1338966914.0,1.806,1.189
2016-09-14,Egypt,2,0,1308652288.0,1.505,0.8
2016-12-14,Egypt,4,0,1336975262.0,1.777,1.046
2017-03-15,Egypt,4,1,1351726262.0,1.648,1.347
2017-06-14,Egypt,0,0,1330370169.0,1.299,1.098
2017-09-13,Egypt,0,0,1355498556.0,1.759,0.832
2017-12-13,Egypt,0,1,1355755045.0,1.66,1.244
2018-03-14,Egypt,2,0,1302466901.0,1.43,0.987
2018-06-13,Egypt,2,0,1380712021.0,1.539,0.991
2018-09-12,Egypt,2,0,1368544872.0,1.339,0.947
2018-12-12,Egypt,1,0,1330431184.0,1.639,0.966
2019-03-13,Egypt,0,0,1316738186.0,1.436,1.07
2019-06-12,Egypt,1,1,1338896693.0,1.633,1.233
2019-09-11,Egypt,1,0,1382099423.0,1.442,1.166
2019-12-11,Egypt,1,0,1340596881.0,1.581,0.65
2020-03-11,Egypt,0,1,1323792658.0,1.416,0.978
2020-06-10,Egypt,1,0,1377093214.0,1.56,1.015
2020-09-09,Egypt,0,0,1314331107.0,1.484,1.1
2020-12-09,Egypt,2,0,1345662086.0,1.35,0.874
2021-03-10,Egypt,1,0,1347476059.0,1.81,1.209
2021-06-09,Egypt,0,1,1347733400.0,1.641,1.118
2021-09-08,Egypt,2,1,1350933769.0,1.772,1.078
2021-12-08,Egypt,1,0,1356016402.0,1.465,0.864
2022-03-09,Egypt,0,0,1391261669.0,1.655,0.945
2022-06-08,Egypt,1,1,1357068790.0,1.647,0.996
2022-09-07,Egypt,1,2,1355680273.0,1.626,0.917
2022-12-07,Egypt,0,0,1339213190.0,1.411,0.948
2023-03-08,Egypt,0,0,1389144039.0,1.695,0.905
2023-06-07,Egypt,5,0,1376830204.0,1.68,0.94
2023-09-06,Egypt,1,0,1352719746.0,1.654,0.817
2023-12-06,Egypt,2,1,1362915636.0,1.669,1.119
2024-03-06,Egypt,1,0,1299622087.0,1.536,0.908
2024-06-05,Egypt,1,0,1332436887.0,1.618,1.052
2024-09-04,Egypt,2,0,1366979294.0,1.635,1.036
2024-12-04,Egypt,1,0,1331495368.0,1.584,1.006
2025-03-05,Egypt,2,1,1327902322.0,1.556,1.31
2025-06-04,Egypt,3,0,1436873569.0,1.618,0.986
